Artist,Track,User,Rating,Time
38,102,30962,15,23
40,181,50846,76,17
16,136,33731,70,12
22,118,32545,14,0
49,182,50599,30,17
4,11,2873,43,18
37,98,31762,9,23
43,159,42449,68,16
22,107,32536,51,0
27,71,22028,51,22
0,1,567,42,6
0,3,1380,15,6
27,71,22651,2,22
49,183,50063,11,17
16,137,34191,30,12
39,104,30110,28,23
21,22,19770,49,21
33,85,34913,56,12
46,166,43444,30,16
10,142,34550,30,12
16,136,33978,10,12
45,164,44190,89,16
2,69,23187,7,22
22,54,17708,13,21
26,67,23348,35,22
23,56,20513,9,21
21,48,17696,8,21
28,72,21405,11,22
41,155,41755,95,16
21,48,17254,29,21
2,174,47941,23,17
12,30,11307,29,19
35,91,30610,12,23
35,90,28704,38,23
7,18,8754,91,7
21,50,18008,44,21
37,97,29431,50,23
20,44,17880,71,21
4,11,2757,66,18
7,19,8512,30,7
23,56,19282,9,21
6,15,6035,46,7
2,8,4821,86,18
15,33,11441,30,19
14,94,30266,51,23
22,119,33157,52,0
37,101,29431,35,23
1,4,2285,6,18
14,95,27696,52,23
2,175,47903,28,17
21,47,19211,49,21
9,23,7922,6,7
26,63,23692,52,22
26,61,23163,8,22
20,45,18198,38,21
33,85,35675,27,12
37,100,30082,9,23
26,64,24135,50,22
20,46,18806,45,21
22,132,32899,46,0
11,153,40099,37,15
10,24,9627,42,7
1,4,2746,31,18
26,62,23547,41,22
31,80,27083,11,11
11,154,38960,10,15
33,85,25878,9,11
46,166,44589,12,16
45,163,44770,28,16
27,71,22769,10,22
1,6,2883,9,18
2,7,4596,46,18
22,115,32331,16,0
40,147,37387,44,13
2,70,22429,29,22
37,100,29335,46,23
11,154,40844,10,15
14,32,12188,58,19
40,147,36335,89,13
10,144,36016,10,12
10,141,35853,6,12
20,44,18677,50,21
44,162,42430,30,16
45,164,43331,40,16
0,1,720,48,6
0,1,39949,65,15
11,152,39749,13,15
11,28,7641,41,7
21,50,20424,12,21
2,70,21435,41,22
16,136,35098,26,12
12,30,12603,10,19
40,181,47657,52,17
2,69,21913,12,22
22,55,20519,32,21
10,27,9232,30,7
4,11,3122,62,18
16,136,34529,16,12
10,142,35574,24,12
10,141,34429,29,12
10,25,10540,28,7
16,137,34896,50,12
9,23,10187,30,7
8,20,8553,43,7
46,168,44783,16,16
15,33,12300,51,19
34,87,29390,50,23
39,104,28189,30,23
2,174,48197,10,17
22,54,32933,52,0
46,165,44787,30,16
26,65,22428,71,22
39,106,30965,20,23
34,87,29108,27,23
2,174,49385,31,17
37,99,32074,9,23
21,22,19292,51,21
9,23,10049,16,7
26,61,21580,66,22
16,134,33393,29,12
0,1,1135,10,6
22,55,19909,30,21
39,105,28806,39,23
31,79,27268,30,11
10,141,34721,10,12
43,159,41831,70,16
3,9,4871,7,18
20,44,17481,30,21
30,77,25073,34,22
20,45,17972,54,21
35,88,30044,8,23
9,21,9859,66,7
31,80,25913,11,11
1,5,3486,31,18
37,101,29825,1,23
1,5,1909,93,18
5,13,2740,51,18
10,143,35734,44,12
40,178,49556,69,17
0,150,39184,53,15
21,51,20003,31,21
15,33,12045,7,19
18,37,16645,10,9
39,106,31951,22,23
35,90,29612,8,23
22,54,17793,33,21
37,98,31727,36,23
32,81,27623,59,11
31,79,25841,19,11
10,143,34251,20,12
46,165,44856,30,16
47,171,46944,6,4
23,57,19079,31,21
2,8,4963,35,18
10,140,35353,38,12
42,157,42228,11,16
4,12,4356,9,18
16,135,33797,30,12
2,69,24471,33,22
3,9,2213,70,18
9,22,7230,3,7
21,49,20335,26,21
10,25,7945,12,7
16,138,34610,48,12
9,23,8238,67,7
40,146,36994,11,13
46,169,44151,70,16
37,100,30273,5,23
46,169,44864,25,16
46,169,43922,30,16
32,84,26170,49,11
36,93,28873,58,23
11,29,9053,9,7
14,96,27900,8,23
26,65,23927,32,22
0,150,40826,45,15
5,13,5299,54,18
49,182,50020,29,17
2,174,48461,29,17
27,71,25246,34,22
21,22,17449,26,21
37,100,31399,14,23
4,12,37929,57,13
33,85,35523,72,12
21,60,21803,47,22
37,99,31968,28,23
0,150,39600,53,15
2,70,22433,9,22
22,55,20806,48,21
10,145,33803,39,12
2,174,48925,42,17
2,69,22939,51,22
24,58,19409,3,21
46,168,44143,71,16
22,124,32385,49,0
0,3,745,57,6
2,7,3213,51,18
35,90,29325,28,23
32,81,26706,14,11
40,147,37705,48,13
26,67,23460,4,22
40,181,48153,48,17
14,96,28798,7,23
14,94,30158,10,23
20,46,18747,8,21
21,48,21831,10,22
10,145,35736,67,12
4,11,36117,70,13
22,133,32581,52,0
46,169,44135,10,16
10,145,36024,31,12
5,13,4373,31,18
10,143,33801,29,12
40,181,49788,10,17
4,11,37384,70,13
14,96,31716,19,23
34,86,29032,21,23
30,76,23445,19,22
21,48,22506,51,22
37,97,28912,1,23
2,175,50149,49,17
34,87,28115,8,23
21,49,17712,69,21
10,27,10676,47,7
40,178,49393,14,17
4,11,3497,50,18
12,34,13707,9,8
21,49,18745,27,21
46,167,43787,17,16
26,62,22238,53,22
40,146,36928,21,13
37,97,29750,8,23
35,89,30243,32,23
11,29,6547,88,7
1,4,3027,42,18
22,52,17913,56,21
1,4,2969,12,18
17,36,16389,32,8
31,79,25801,18,11
0,1,434,30,6
41,155,42431,68,16
1,4,3664,70,18
10,143,35099,36,12
2,68,23990,50,22
49,183,47871,44,17
43,160,42530,71,16
22,133,32893,100,0
21,48,21909,50,22
8,20,5856,49,7
6,14,7385,8,7
35,89,30654,41,23
39,103,31867,48,23
11,28,6583,30,7
46,168,44518,48,16
11,152,39248,12,15
46,165,45163,30,16
10,140,35274,11,12
26,66,24187,49,22
37,99,32160,11,23
11,28,7839,87,7
9,22,9724,29,7
32,82,26092,34,11
45,163,44546,10,16
22,54,20485,33,21
10,25,8752,29,7
12,30,12485,63,19
37,98,31302,11,23
14,95,30474,32,23
40,177,47596,45,17
32,83,26865,90,11
35,92,27826,41,23
21,50,19353,10,21
40,181,50413,70,17
25,59,18689,32,21
10,143,34093,38,12
47,171,45707,46,4
40,147,37051,23,13
44,162,41486,56,16
11,28,9019,1,7
6,16,6334,31,7
2,69,24623,30,22
44,161,42894,69,16
9,22,10212,51,7
0,150,39061,71,15
42,158,42519,93,16
10,24,6449,30,7
26,66,23604,18,22
39,104,29915,36,23
26,63,23333,10,22
9,21,9170,50,7
37,99,31846,28,23
22,52,32978,90,0
22,119,32991,90,0
21,51,19447,11,21
44,162,42910,33,16
21,60,21311,16,22
10,24,6769,13,7
29,74,23569,29,22
20,45,17653,73,21
0,151,39726,50,15
21,51,17252,48,21
7,18,7472,50,7
26,66,23369,23,22
22,119,32423,14,0
37,97,30549,38,23
20,45,18843,27,21
39,106,28050,29,23
41,156,41221,30,16
11,28,5741,91,7
46,165,43712,63,16
7,19,7112,71,7
43,159,41734,12,16
16,35,16100,9,8
31,80,27095,49,11
4,12,36464,89,13
21,50,18745,26,21
24,58,20031,14,21
4,11,5336,91,18
30,78,24051,33,22
0,1,1371,69,6
0,150,40435,35,15
40,177,50183,24,17
12,30,11523,28,19
41,155,41154,30,16
46,167,45384,26,16
46,166,45438,11,16
22,109,33007,41,0
16,137,34513,11,12
32,81,27387,21,11
26,66,23099,11,22
4,12,37987,69,13
23,57,19842,42,21
22,107,32530,65,0
26,62,23723,10,22
11,154,38966,38,15
21,51,17799,49,21
32,81,25478,100,11
34,86,27940,7,23
20,44,17155,53,21
39,103,32120,61,23
35,92,29665,17,23
14,95,32034,53,23
29,74,22422,33,22
32,83,27211,43,11
0,1,961,37,6
10,141,35016,29,12
27,71,24603,5,22
11,28,10948,40,7
35,89,29459,40,23
37,101,28131,0,23
0,2,1602,33,6
4,11,3790,92,18
40,179,50699,25,17
20,44,17134,7,21
0,1,1104,12,6
23,56,20689,2,21
48,172,47765,28,17
14,96,29070,49,23
10,144,33554,51,12
22,131,32914,31,0
39,105,31512,46,23
47,170,46742,25,4
21,60,22408,35,22
6,148,39981,20,15
7,17,7794,29,7
0,150,38657,25,15
17,36,16265,26,8
43,159,43141,82,16
22,53,32789,41,0
32,82,27141,32,11
0,151,38539,49,15
42,157,43165,49,16
42,157,43244,15,16
43,160,41940,51,16
32,81,26893,43,11
20,45,18567,61,21
35,91,30481,4,23
16,138,34254,45,12
11,153,39803,38,15
11,28,10317,66,7
32,83,25859,28,11
30,78,21421,34,22
11,28,10851,13,7
46,165,44466,54,16
26,63,23634,29,22
16,137,34065,11,12
21,60,22281,68,22
26,67,23408,29,22
26,61,21724,42,22
34,86,29237,68,23
21,60,22781,3,22
46,169,43479,32,16
40,146,36939,28,13
37,97,28053,10,23
40,181,50592,5,17
39,104,31857,4,23
15,33,12946,31,19
22,120,32574,45,0
26,63,23667,9,22
12,34,13726,42,8
34,87,28225,69,23
37,97,31163,23,23
35,90,30284,9,23
1,6,2936,29,18
6,148,39381,21,15
11,28,9987,4,7
20,44,18451,52,21
7,18,7691,50,7
40,146,37518,31,13
40,147,37336,11,13
6,149,39837,31,15
15,41,16853,30,9
10,144,33988,66,12
37,97,27988,17,23
12,30,12323,29,19
10,26,10585,30,7
10,145,35163,11,12
31,79,27543,65,11
27,71,21922,1,22
27,71,25239,1,22
30,76,23497,40,22
41,156,41400,78,16
33,85,27284,17,11
10,24,10554,11,7
7,19,7806,41,7
46,165,45341,31,16
4,12,3936,65,18
21,50,20159,5,21
45,163,43607,40,16
44,162,42985,40,16
1,6,3991,47,18
45,164,44635,31,16
23,57,20121,11,21
39,104,31984,89,23
16,134,33381,32,12
46,169,44658,71,16
48,172,47605,11,17
9,22,9625,3,7
6,15,6818,49,7
14,32,11460,5,19
30,78,22464,27,22
20,44,18300,51,21
22,113,32333,66,0
38,102,28085,13,23
16,139,34529,44,12
7,19,7870,90,7
10,27,10287,11,7
13,31,13136,32,19
26,64,23658,83,22
11,154,40593,8,15
44,161,41983,69,16
10,143,35303,13,12
15,43,16740,50,9
2,175,48804,12,17
40,147,37348,2,13
22,132,32936,51,0
3,10,5145,71,18
26,63,23914,52,22
46,169,44075,7,16
46,166,44070,30,16
5,13,4360,59,18
40,176,50894,30,17
20,46,17299,28,21
46,165,44817,39,16
10,140,35918,32,12
46,168,44747,32,16
46,167,44009,31,16
9,21,7589,74,7
46,165,44801,34,16
21,49,20149,29,21
15,41,16759,11,9
39,104,31204,52,23
26,62,23245,33,22
16,35,16441,29,8
40,177,47467,52,17
12,34,13842,3,8
14,32,11310,29,19
46,167,43463,52,16
30,76,23079,43,22
49,183,50874,95,17
10,140,35798,27,12
46,166,44374,49,16
46,167,44100,68,16
2,7,3730,29,18
0,1,369,48,6
22,54,19509,25,21
22,121,32620,32,0
26,64,22428,70,22
42,158,42505,12,16
0,1,117,27,6
42,158,41976,44,16
14,96,31322,31,23
17,36,16049,12,8
12,34,14199,67,8
6,16,6703,30,7
34,86,28828,6,23
49,182,49434,0,17
10,145,35242,12,12
45,163,44253,18,16
0,150,40120,43,15
17,36,14740,50,8
1,6,2995,30,18
22,53,19736,49,21
6,16,5827,49,7
37,101,29267,69,23
21,47,19569,31,21
26,63,23930,17,22
0,2,1167,48,6
49,182,50780,29,17
14,95,31543,31,23
32,81,25910,50,11
11,28,8962,83,7
47,171,46881,30,4
46,169,44247,70,16
11,28,9919,11,7
13,31,12345,9,19
3,9,2238,30,18
14,32,13204,54,19
46,165,43346,33,16
27,71,21329,31,22
21,48,19465,23,21
35,90,30410,48,23
21,22,18885,6,21
46,165,43587,27,16
28,73,25347,50,22
22,133,32206,88,0
26,66,21304,40,22
10,24,8752,33,7
6,16,7341,50,7
31,79,26141,6,11
16,35,14999,31,8
30,77,21676,13,22
1,4,3324,43,18
22,118,32475,30,0
4,11,36411,100,13
16,135,33701,11,12
37,101,32038,9,23
0,1,40498,52,15
30,78,22025,31,22
10,145,34634,30,12
48,172,48656,28,17
22,113,32628,45,0
26,65,24211,10,22
21,51,19170,47,21
35,91,30440,48,23
22,55,33047,79,0
22,110,33073,30,0
22,54,20672,54,21
1,6,2075,36,18
46,169,44257,28,16
29,75,24685,51,22
6,149,40029,63,15
44,161,43032,32,16
31,79,25474,13,11
36,93,27694,50,23
16,138,34166,48,12
40,146,36865,10,13
27,71,25163,3,22
16,135,33436,41,12
47,170,46171,29,4
44,162,42281,69,16
16,35,16335,48,8
46,167,44526,29,16
35,91,30733,27,23
24,58,20189,11,21
1,4,3221,47,18
9,23,10205,62,7
21,22,20377,49,21
9,22,6615,32,7
33,85,26885,69,11
39,103,29761,37,23
21,48,20037,69,21
10,144,33676,35,12
9,21,6593,72,7
32,82,26534,11,11
39,106,30750,10,23
9,22,9073,54,7
49,182,50758,73,17
21,60,22924,56,22
40,146,36167,55,13
1,6,3573,45,18
4,11,3673,53,18
7,18,7760,9,7
14,32,11088,50,19
1,4,2250,51,18
28,73,24383,27,22
37,101,31681,10,23
37,97,28713,26,23
6,16,6135,73,7
4,11,4567,75,18
47,171,46094,2,4
11,28,7284,9,7
7,17,6787,30,7
35,92,30310,37,23
45,164,44486,70,16
10,140,35259,64,12
10,143,35219,31,12
43,160,42766,70,16
40,176,49372,3,17
34,87,28865,30,23
35,91,29762,47,23
21,48,21381,7,22
10,27,10625,31,7
36,93,29566,4,23
22,55,20759,9,21
11,28,10315,32,7
2,8,4321,54,18
10,142,33258,10,12
40,180,49930,9,17
46,169,43944,43,16
14,96,29597,50,23
40,147,36875,5,13
3,9,3012,9,18
47,171,46526,10,4
45,164,44381,50,16
6,149,39899,51,15
6,15,6099,49,7
16,139,34245,30,12
35,88,30054,70,23
46,168,44991,22,16
29,75,25367,11,22
37,100,30940,2,23
11,29,7821,97,7
3,10,2292,29,18
37,97,30184,18,23
28,72,22604,11,22
10,24,7733,10,7
15,33,12695,6,19
21,47,19373,29,21
40,147,36917,33,13
46,165,44725,10,16
21,22,18976,8,21
1,6,2626,7,18
43,159,42055,34,16
17,36,16551,32,8
16,137,34353,49,12
46,168,44614,49,16
37,98,32012,9,23
45,164,44110,48,16
42,158,43048,51,16
26,64,21784,12,22
44,161,41020,99,16
37,100,31407,3,23
13,31,12101,88,19
35,88,29287,34,23
10,26,10890,92,7
7,17,8839,6,7
12,30,12150,30,19
22,123,32479,31,0
5,13,2981,71,18
39,105,31470,19,23
1,5,1811,46,18
21,48,21283,11,22
2,7,2578,40,18
3,10,2780,26,18
2,174,48105,53,17
10,27,7772,26,7
6,15,6684,41,7
40,180,50501,49,17
46,166,43388,52,16
1,5,2002,22,18
42,158,41768,10,16
32,81,26426,45,11
16,35,16454,15,8
1,4,3463,30,18
21,50,18961,30,21
10,141,35559,30,12
12,34,14272,31,8
16,138,34646,61,12
12,30,11937,45,19
45,164,44831,68,16
35,91,29864,12,23
41,155,41598,72,16
22,128,32635,69,0
35,92,30499,29,23
37,99,31334,23,23
49,183,47963,32,17
40,181,48425,89,17
14,95,31331,8,23
2,68,23879,52,22
22,54,19641,49,21
40,177,50612,31,17
14,95,28405,33,23
10,26,10122,74,7
9,23,8285,90,7
44,161,42988,51,16
2,173,49799,30,17
49,182,50041,29,17
6,148,39262,50,15
21,22,19696,56,21
35,91,28767,32,23
0,151,39646,31,15
38,102,28423,30,23
40,181,49090,72,17
11,153,39307,31,15
35,91,29275,49,23
0,0,736,7,6
26,62,23956,71,22
10,27,9767,30,7
20,44,17866,61,21
29,75,25437,51,22
46,168,43809,89,16
32,84,25483,58,11
31,80,26141,6,11
12,34,13636,8,8
5,13,5444,49,18
14,32,13537,12,19
16,135,33530,36,12
35,88,28317,31,23
33,85,25917,43,11
2,175,49209,50,17
11,29,10992,51,7
14,94,29249,29,23
37,99,31928,47,23
37,100,28803,11,23
3,10,2397,46,18
22,52,19302,42,21
22,54,20402,32,21
4,11,2488,29,18
10,26,10760,35,7
24,58,20429,51,21
10,142,35718,57,12
28,73,24264,35,22
28,72,21896,50,22
22,124,32787,10,0
4,11,3105,93,18
48,172,47366,26,17
42,157,42990,33,16
42,158,43251,49,16
0,1,785,8,6
13,31,12657,85,19
22,110,32640,10,0
11,154,40088,11,15
23,56,17426,30,21
40,176,50902,11,17
2,68,24798,54,22
32,82,26523,59,11
4,12,4971,11,18
40,176,50588,19,17
2,8,5154,30,18
22,127,32721,70,0
21,48,17358,38,21
32,84,25567,33,11
22,52,19927,30,21
24,58,19439,36,21
21,48,22490,48,22
21,48,19206,29,21
0,3,891,28,6
2,69,24560,20,22
10,145,36012,46,12
20,44,19086,49,21
4,11,2485,55,18
22,52,19431,71,21
0,1,84,33,6
46,166,44892,30,16
16,139,34912,29,12
32,83,26550,32,11
3,9,5557,30,18
11,152,39374,70,15
9,21,9760,30,7
10,25,10879,5,7
26,62,21284,20,22
41,156,41891,63,16
34,87,28622,30,23
22,52,20763,33,21
23,56,17196,13,21
26,61,22814,100,22
15,41,16698,14,9
39,106,29908,8,23
12,30,11497,61,19
37,101,29659,10,23
12,34,14130,7,8
21,60,22769,70,22
0,3,1015,26,6
34,87,28385,47,23
4,12,4173,44,18
20,46,17861,28,21
8,20,8315,51,7
5,13,4586,31,18
22,54,20780,30,21
11,153,40492,6,15
46,169,43868,64,16
29,74,24772,51,22
6,14,6542,30,7
4,12,36243,29,13
7,18,7119,68,7
24,58,20361,12,21
11,153,39168,30,15
28,72,23856,39,22
20,46,18799,8,21
46,169,45228,59,16
27,71,23598,9,22
21,50,19284,73,21
11,154,40868,5,15
46,166,45098,10,16
22,53,17494,49,21
28,73,21542,11,22
40,180,50708,41,17
0,0,1117,30,6
0,3,89,49,6
40,181,50126,51,17
1,5,2372,71,18
2,68,21833,31,22
17,36,15715,10,8
10,26,10842,70,7
1,5,2628,20,18
10,140,33997,10,12
21,50,18426,40,21
34,86,29531,11,23
11,153,40672,30,15
31,79,26256,13,11
21,60,22062,35,22
40,179,50641,43,17
34,87,28598,9,23
22,55,19961,46,21
20,45,19143,57,21
47,171,46162,48,4
10,143,35790,32,12
10,143,34062,31,12
11,28,9335,2,7
40,180,50749,11,17
14,94,27907,32,23
0,151,39574,32,15
26,63,23373,9,22
21,49,17303,42,21
11,28,7694,10,7
48,172,49073,29,17
35,91,30753,71,23
7,18,8523,31,7
15,33,11933,30,19
22,123,32752,11,0
21,49,17726,59,21
8,20,9289,47,7
4,11,3007,65,18
23,56,19746,47,21
6,149,38702,38,15
35,89,30337,68,23
16,35,15702,51,8
48,172,47453,51,17
10,143,34460,32,12
2,69,21586,29,22
3,9,4973,29,18
22,55,20175,100,21
39,103,32037,25,23
6,149,38958,42,15
37,97,30381,6,23
29,75,24217,74,22
4,12,36735,78,13
35,88,28444,31,23
22,122,33148,10,0
26,63,22846,24,22
16,136,33840,51,12
20,45,19018,50,21
41,155,41299,78,16
1,5,3809,71,18
30,76,25071,7,22
17,36,15980,32,8
1,5,2526,70,18
40,176,47587,6,17
49,182,50798,83,17
6,14,5842,18,7
12,30,12707,46,19
10,25,10617,19,7
22,52,20205,30,21
10,26,10338,3,7
14,32,13004,26,19
17,36,14898,29,8
46,167,43752,30,16
12,30,11176,9,19
35,91,28450,14,23
10,142,33514,10,12
33,85,35610,30,12
0,151,40661,30,15
49,183,50072,7,17
4,12,37695,73,13
47,170,45544,32,4
18,39,16770,18,9
15,33,11511,50,19
37,99,30798,29,23
16,138,33891,46,12
10,142,35452,46,12
10,27,10686,58,7
1,4,2462,31,18
31,80,26033,10,11
41,156,41127,43,16
40,178,47364,50,17
1,4,2781,30,18
22,53,20913,66,21
2,7,1791,10,18
45,164,43368,32,16
37,97,31938,31,23
33,85,25487,50,11
21,48,19486,72,21
2,173,49475,50,17
22,118,33088,11,0
16,35,15967,20,8
46,168,43571,69,16
1,4,1858,48,18
29,75,23976,10,22
38,102,31737,30,23
25,59,20046,28,21
36,93,30559,30,23
37,100,32020,68,23
40,180,50810,8,17
47,170,46931,50,4
22,126,32254,61,0
45,164,44372,46,16
20,46,17366,49,21
2,8,3608,30,18
7,17,6854,51,7
16,35,14338,30,8
1,4,1983,49,18
30,77,25081,46,22
21,47,19914,27,21
21,48,18742,68,21
47,171,45635,11,4
10,27,7769,74,7
16,136,33898,41,12
31,79,27569,22,11
14,32,12539,38,19
11,28,9131,8,7
47,170,45950,9,4
43,160,43265,68,16
22,54,17277,68,21
40,177,49505,29,17
20,45,18165,49,21
30,77,25345,41,22
44,162,42128,50,16
21,60,22657,33,22
14,96,31714,14,23
0,2,1711,30,6
12,34,14226,48,8
40,147,36846,70,13
40,181,48416,40,17
26,61,23489,30,22
12,30,12905,31,19
37,100,28020,14,23
1,6,3735,11,18
14,94,27878,68,23
11,28,9025,56,7
4,12,5213,29,18
4,11,37027,88,13
20,46,18407,29,21
47,171,46261,12,4
22,127,33209,31,0
14,94,30186,39,23
1,6,3158,49,18
0,1,755,42,6
16,134,33711,30,12
10,140,35669,26,12
2,8,4221,51,18
16,35,15358,50,8
14,95,30504,28,23
20,45,18203,31,21
28,72,25403,23,22
0,0,1148,28,6
16,135,34449,48,12
21,22,19815,10,21
1,4,2076,7,18
16,135,34163,47,12
15,33,12936,1,19
0,2,1417,30,6
46,165,45461,46,16
34,86,28832,53,23
6,15,6413,15,7
0,1,1530,9,6
21,48,17258,9,21
31,79,26678,70,11
46,166,45248,50,16
4,11,5484,54,18
25,59,19153,5,21
7,19,7109,50,7
9,23,9944,51,7
22,52,20695,69,21
7,17,8584,69,7
26,67,24208,70,22
22,55,32726,90,0
48,172,47406,28,17
22,117,32615,68,0
27,71,25140,7,22
15,33,13270,54,19
30,77,24441,29,22
13,31,12794,61,19
22,113,33202,53,0
35,88,27961,30,23
0,1,40491,50,15
22,54,32254,55,0
35,90,29912,50,23
37,97,30211,49,23
48,172,49012,36,17
34,87,29052,36,23
22,53,17967,31,21
1,4,2073,47,18
44,161,41744,43,16
40,178,47319,49,17
4,11,4465,31,18
46,165,43782,27,16
10,145,34969,51,12
41,155,41606,24,16
22,54,32512,52,0
21,51,19829,30,21
37,99,29871,69,23
6,16,6633,14,7
39,103,29772,69,23
26,64,23603,53,22
47,170,46776,6,4
4,11,3287,50,18
21,48,19583,43,21
8,20,8957,62,7
1,4,4011,55,18
10,145,35735,50,12
40,146,36306,16,13
22,115,33196,14,0
39,103,31629,28,23
32,82,27246,9,11
40,146,37938,30,13
11,153,40839,51,15
21,47,20099,11,21
49,182,50538,48,17
22,54,19470,10,21
21,60,22102,30,22
10,143,34728,26,12
46,166,45381,9,16
40,177,49452,49,17
37,98,30188,10,23
2,7,4477,44,18
6,16,6356,29,7
21,22,18485,49,21
23,57,20856,20,21
2,7,2027,11,18
35,88,30290,12,23
47,170,46029,11,4
6,16,5784,27,7
40,181,48784,3,17
8,20,9046,53,7
22,109,32514,50,0
25,59,18555,30,21
38,102,28053,41,23
21,48,19657,31,21
37,100,28847,16,23
10,140,35827,69,12
26,67,24089,74,22
26,67,22216,30,22
36,93,29977,51,23
12,30,12619,27,19
40,146,36304,12,13
22,127,32617,31,0
27,71,24592,7,22
26,65,23926,89,22
12,34,14170,29,8
21,47,19734,33,21
22,110,33092,32,0
40,147,36588,9,13
35,90,30144,50,23
22,53,20216,28,21
14,95,29628,67,23
16,134,34519,32,12
9,23,10222,50,7
1,5,2657,47,18
24,58,19420,2,21
11,153,40618,11,15
0,1,38610,31,15
48,172,47472,4,17
5,13,5282,30,18
35,89,30485,68,23
41,155,42147,52,16
22,121,33012,32,0
22,122,33172,29,0
32,82,26000,30,11
43,159,42119,71,16
27,71,25171,6,22
17,36,15421,26,8
49,183,50484,7,17
2,69,24911,17,22
37,100,30757,50,23
40,176,50722,5,17
21,48,21763,50,22
